Nº NF-e/RPS,Série,Status,Data Emissão,Natureza da Operação,Dados do Destinatário,CPF/CNPJ,Valor Total,Chave DANFE
1075,1,Emitida,11/07/2018,Venda dentro do estado,Ao Consumidor,,"93,63",28180710177060000138650010000010751937065280
1076,1,Emitida,11/07/2018,Venda dentro do estado,Ao Consumidor,,"168,08",28180710177060000138650010000010761410196889
1077,1,Emitida,11/07/2018,Venda dentro do estado,Ao Consumidor,,"67,83",28180710177060000138650010000010771117615765
1078,1,Emitida,11/07/2018,Venda dentro do estado,Ao Consumidor,,90,28180710177060000138650010000010781556385680
1079,1,Emitida,12/07/2018,Venda dentro do estado,Ao Consumidor,,"143,45",28180710177060000138650010000010791973913791
1080,1,Emitida,12/07/2018,Venda dentro do estado,Ao Consumidor,,"162,5",28180710177060000138650010000010801030627619
1081,1,Emitida,12/07/2018,Venda dentro do estado,Ao Consumidor,,"77,24",28180710177060000138650010000010811440381005
1082,1,Emitida,12/07/2018,Venda dentro do estado,Ao Consumidor,,"136,99",28180710177060000138650010000010821912382155
1083,1,Emitida,12/07/2018,Venda dentro do estado,Ao Consumidor,,"92,23",28180710177060000138650010000010831619646788
1084,1,Emitida,12/07/2018,Venda dentro do estado,Ao Consumidor,,"39,95",28180710177060000138650010000010841002748376
1085,1,Emitida,13/07/2018,Venda dentro do estado,Ao Consumidor,,"86,4",28180710177060000138650010000010851467033813
1086,1,Emitida,13/07/2018,Venda dentro do estado,Ao Consumidor,,190,28180710177060000138650010000010861931437376
1087,1,Emitida,13/07/2018,Venda dentro do estado,Ao Consumidor,,"91,6",28180710177060000138650010000010871599837620
1088,1,Emitida,13/07/2018,Venda dentro do estado,Ao Consumidor,,"87,93",28180710177060000138650010000010881035147028
1089,1,Emitida,13/07/2018,Venda dentro do estado,Ao Consumidor,,"145,84",28180710177060000138650010000010891491690062
1090,1,Emitida,13/07/2018,Venda dentro do estado,Ao Consumidor,,"164,5",28180710177060000138650010000010901120016690
1091,1,Emitida,14/07/2018,Venda dentro do estado,Ao Consumidor,,"174,15",28180710177060000138650010000010911412687355
1092,1,Emitida,14/07/2018,Venda dentro do estado,Ao Consumidor,,"104,57",28180710177060000138650010000010921939523350
1093,1,Emitida,14/07/2018,Venda dentro do estado,Ao Consumidor,,"81,46",28180710177060000138650010000010931529834794
1094,1,Emitida,14/07/2018,Venda dentro do estado,Ao Consumidor,,"52,3",28180710177060000138650010000010941100215158
1095,1,Emitida,14/07/2018,Venda dentro do estado,Ao Consumidor,,"107,69",28180710177060000138650010000010951431750180
1096,1,Emitida,14/07/2018,Venda dentro do estado,Ao Consumidor,,"11,5",28180710177060000138650010000010961966168548
1097,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,"120,98",28180710177060000138650010000010971501947933
1098,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,"143,75",28180710177060000138650010000010981062810332
1099,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,285,28180710177060000138650010000010991402331610
1100,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,"111,52",28180710177060000138650010000011001806709111
1101,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,"60,83",28180710177060000138650010000011011724816752
1102,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,"54,28",28180710177060000138650010000011021127963876
1103,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,"147,64",28180710177060000138650010000011031342541910
1104,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,"112,24",28180710177060000138650010000011041786915187
1105,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,"79,57",28180710177060000138650010000011051743887219
1106,1,Emitida,16/07/2018,Venda dentro do estado,Ao Consumidor,,"21,5",28180710177060000138650010000011061154631926
1107,1,Emitida,17/07/2018,Venda dentro do estado,Ao Consumidor,,"182,71",28180710177060000138650010000011071314677926
1108,1,Emitida,17/07/2018,Venda dentro do estado,Ao Consumidor,,70,28180710177060000138650010000011081749517997
1109,1,Emitida,17/07/2018,Venda dentro do estado,Ao Consumidor,,"93,06",28180710177060000138650010000011091714476272
1110,1,Emitida,17/07/2018,Venda dentro do estado,Ao Consumidor,,"13,5",28180710177060000138650010000011101842171971
1111,1,Emitida,17/07/2018,Venda dentro do estado,Ao Consumidor,,"37,3",28180710177060000138650010000011111627658761
1112,1,Emitida,17/07/2018,Venda dentro do estado,Ao Consumidor,,"68,23",28180710177060000138650010000011121225674387
1113,1,Emitida,17/07/2018,Venda dentro do estado,Ao Consumidor,,"122,15",28180710177060000138650010000011131307502013
1114,1,Emitida,17/07/2018,Venda dentro do estado,Ao Consumidor,,"45,9",28180710177060000138650010000011141814300354
1115,1,Emitida,17/07/2018,Venda dentro do estado,Ao Consumidor,,"41,34",28180710177060000138650010000011151654319203
1116,1,Emitida,18/07/2018,Venda dentro do estado,Ao Consumidor,,"187,5",28180710177060000138650010000011161244752451
1117,1,Emitida,18/07/2018,Venda dentro do estado,Ao Consumidor,,"66,7",28180710177060000138650010000011171287715717
1118,1,Emitida,18/07/2018,Venda dentro do estado,Ao Consumidor,,"86,68",28180710177060000138650010000011181846706622
1119,1,Emitida,18/07/2018,Venda dentro do estado,Ao Consumidor,,"31,55",28180710177060000138650010000011191678983080
1120,1,Emitida,18/07/2018,Venda dentro do estado,Ao Consumidor,,"51,74",28180710177060000138650010000011201986942785
1121,1,Emitida,18/07/2018,Venda dentro do estado,Ao Consumidor,,"58,7",28180710177060000138650010000011211546038832
1122,1,Emitida,18/07/2018,Venda dentro do estado,Ao Consumidor,,"43,5",28180710177060000138650010000011221074047326
1123,1,Emitida,18/07/2018,Venda dentro do estado,Ao Consumidor,,"40,4",28180710177060000138650010000011231397929441
1124,1,Emitida,19/07/2018,Venda dentro do estado,Ao Consumidor,,"73,09",28180710177060000138650010000011241981665847
1125,1,Emitida,19/07/2018,Venda dentro do estado,Ao Consumidor,,175,28180710177060000138650010000011251548656702
1126,1,Emitida,19/07/2018,Venda dentro do estado,Ao Consumidor,,"126,7",28180710177060000138650010000011261084247556
1127,1,Emitida,19/07/2018,Venda dentro do estado,Ao Consumidor,,"74,82",28180710177060000138650010000011271384567200
1128,1,Emitida,19/07/2018,Venda dentro do estado,Ao Consumidor,,"102,02",28180710177060000138650010000011281944931643
1129,1,Emitida,20/07/2018,Venda dentro do estado,Ao Consumidor,,"82,9",28180710177060000138650010000011291519542965
1130,1,Emitida,20/07/2018,Venda dentro do estado,Ao Consumidor,,36,28180710177060000138650010000011301897129007
1131,1,Emitida,20/07/2018,Venda dentro do estado,Ao Consumidor,,"36,3",28180710177060000138650010000011311573182058
1132,1,Emitida,20/07/2018,Venda dentro do estado,Ao Consumidor,,"87,06",28180710177060000138650010000011321046351659
1133,1,Emitida,20/07/2018,Venda dentro do estado,Ao Consumidor,,"51,14",28180710177060000138650010000011331487320310
1134,1,Emitida,21/07/2018,Venda dentro do estado,Ao Consumidor,,"136,43",28180710177060000138650010000011341883774389
1135,1,Emitida,21/07/2018,Venda dentro do estado,Ao Consumidor,,"68,32",28180710177060000138650010000011351583389908
1136,1,Emitida,21/07/2018,Venda dentro do estado,Ao Consumidor,,"152,94",28180710177060000138650010000011361048961895
1137,1,Emitida,21/07/2018,Venda dentro do estado,Ao Consumidor,,"78,17",28180710177060000138650010000011371482035765
1138,1,Emitida,21/07/2018,Venda dentro do estado,Ao Consumidor,,"118,18",28180710177060000138650010000011381917697127
1139,1,Emitida,21/07/2018,Venda dentro do estado,Ao Consumidor,,"46,06",28180710177060000138650010000011391609448336
1140,1,Emitida,21/07/2018,Venda dentro do estado,Ao Consumidor,,"69,97",28180710177060000138650010000011401665947980
1141,1,Emitida,21/07/2018,Venda dentro do estado,Ao Consumidor,,"89,99",28180710177060000138650010000011411864854539
1142,1,Emitida,23/07/2018,Venda dentro do estado,Ao Consumidor,,"206,33",28180710177060000138650010000011421267765290
1143,1,Emitida,23/07/2018,Venda dentro do estado,Ao Consumidor,,150,28180710177060000138650010000011431201544439
1144,1,Emitida,23/07/2018,Venda dentro do estado,Ao Consumidor,,"65,84",28180710177060000138650010000011441677969028
1145,1,Emitida,23/07/2018,Venda dentro do estado,Ao Consumidor,,"118,15",28180710177060000138650010000011451853556964
1146,1,Emitida,23/07/2018,Venda dentro do estado,Ao Consumidor,,"92,6",28180710177060000138650010000011461264537784
1147,1,Emitida,23/07/2018,Venda dentro do estado,Ao Consumidor,,"74,25",28180710177060000138650010000011471205967872
1148,1,Emitida,23/07/2018,Venda dentro do estado,Ao Consumidor,,"127,5",28180710177060000138650010000011481641662045
1149,1,Emitida,24/07/2018,Venda dentro do estado,Ao Consumidor,,"240,74",28180710177060000138650010000011491824992378
1150,1,Emitida,24/07/2018,Venda dentro do estado,Ao Consumidor,,"91,52",28180710177060000138650010000011501701166870
1151,1,Emitida,24/07/2018,Venda dentro do estado,Ao Consumidor,,"109,9",28180710177060000138650010000011511767452568
1152,1,Emitida,24/07/2018,Venda dentro do estado,Ao Consumidor,,"63,2",28180710177060000138650010000011521365719788
1153,1,Emitida,24/07/2018,Venda dentro do estado,Ao Consumidor,,"82,7",28180710177060000138650010000011531166748513
1154,1,Emitida,24/07/2018,Venda dentro do estado,Ao Consumidor,,"198,93",28180710177060000138650010000011541705597939
1155,1,Emitida,24/07/2018,Venda dentro do estado,Ao Consumidor,,"69,22",28180710177060000138650010000011551764232680
1156,1,Emitida,25/07/2018,Venda dentro do estado,Ao Consumidor,,"134,91",28180710177060000138650010000011561354414580
1157,1,Emitida,25/07/2018,Venda dentro do estado,Ao Consumidor,,200,28180710177060000138650010000011571178761934
1158,1,Emitida,25/07/2018,Venda dentro do estado,Ao Consumidor,,47,28180710177060000138650010000011581739094408
1159,1,Emitida,25/07/2018,Venda dentro do estado,Ao Consumidor,,"109,47",28180710177060000138650010000011591789742915
1160,1,Emitida,25/07/2018,Venda dentro do estado,Ao Consumidor,,"68,75",28180710177060000138650010000011601595384534
1161,1,Emitida,25/07/2018,Venda dentro do estado,Ao Consumidor,,"69,16",28180710177060000138650010000011611934938135
1162,1,Emitida,25/07/2018,Venda dentro do estado,Ao Consumidor,,"63,1",28180710177060000138650010000011621462695037
1163,1,Emitida,26/07/2018,Venda dentro do estado,Ao Consumidor,,"80,8",28180710177060000138650010000011631006119603
1164,1,Emitida,26/07/2018,Venda dentro do estado,Ao Consumidor,,"95,84",28180710177060000138650010000011641624102014
1165,1,Emitida,26/07/2018,Venda dentro do estado,Ao Consumidor,,"121,8",28180710177060000138650010000011651908879720
1166,1,Emitida,26/07/2018,Venda dentro do estado,Ao Consumidor,,125,28180710177060000138650010000011661444721926
1167,1,Emitida,26/07/2018,Venda dentro do estado,Ao Consumidor,,"183,31",28180710177060000138650010000011671027254720
1168,1,Emitida,26/07/2018,Venda dentro do estado,Ao Consumidor,,"106,01",28180710177060000138650010000011681586278555
1169,1,Emitida,27/07/2018,Venda dentro do estado,Ao Consumidor,,"92,27",28180710177060000138650010000011691878920580
1170,1,Emitida,27/07/2018,Venda dentro do estado,Ao Consumidor,,"199,7",28180710177060000138650010000011701505326781
1171,1,Emitida,27/07/2018,Venda dentro do estado,Ao Consumidor,,"70,28",28180710177060000138650010000011711961837383
1172,1,Emitida,27/07/2018,Venda dentro do estado,Ao Consumidor,,"154,79",28180710177060000138650010000011721435243348
1173,1,Emitida,27/07/2018,Venda dentro do estado,Ao Consumidor,,"48,11",28180710177060000138650010000011731095754446
1174,1,Emitida,28/07/2018,Venda dentro do estado,Ao Consumidor,,"47,6",28180710177060000138650010000011741526454281
1175,1,Emitida,28/07/2018,Venda dentro do estado,Ao Consumidor,,"108,09",28180710177060000138650010000011751943856664
1176,1,Emitida,28/07/2018,Venda dentro do estado,Ao Consumidor,,"69,77",28180710177060000138650010000011761409192536
1177,1,Emitida,28/07/2018,Venda dentro do estado,Ao Consumidor,,"119,16",28180710177060000138650010000011771124479559
1178,1,Emitida,28/07/2018,Venda dentro do estado,Ao Consumidor,,"67,5",28180710177060000138650010000011781559287774
1179,1,Emitida,30/07/2018,Venda dentro do estado,Ao Consumidor,,"100,14",28180710177060000138650010000011791969069693
1180,1,Emitida,30/07/2018,Venda dentro do estado,Ao Consumidor,,100,28180710177060000138650010000011801023836467
1181,1,Emitida,30/07/2018,Venda dentro do estado,Ao Consumidor,,"219,9",28180710177060000138650010000011811441328430
1182,1,Emitida,30/07/2018,Venda dentro do estado,Ao Consumidor,,"149,74",28180710177060000138650010000011821905518620
1183,1,Emitida,30/07/2018,Venda dentro do estado,Ao Consumidor,,99,28180710177060000138650010000011831620651370
1184,1,Emitida,30/07/2018,Venda dentro do estado,Ao Consumidor,,"73,38",28180710177060000138650010000011841005703808
1185,1,Emitida,31/07/2018,Venda dentro do estado,Ao Consumidor,,"152,44",28180710177060000138650010000011851462121116
1186,1,Emitida,31/07/2018,Venda dentro do estado,Ao Consumidor,,"47,4",28180710177060000138650010000011861934335650
1187,1,Emitida,31/07/2018,Venda dentro do estado,Ao Consumidor,,"172,33",28180710177060000138650010000011871594997323
1188,1,Emitida,31/07/2018,Venda dentro do estado,Ao Consumidor,,"96,23",28180710177060000138650010000011881034146481
1189,1,Emitida,01/08/2018,Venda dentro do estado,Ao Consumidor,,"118,15",28180810177060000138650010000011891498550044
1190,1,Emitida,01/08/2018,Venda dentro do estado,Ao Consumidor,,"375,84",28180810177060000138650010000011901120964121
1191,1,Emitida,01/08/2018,Venda dentro do estado,Ao Consumidor,,"121,56",28180810177060000138650010000011911405896202
1192,1,Emitida,01/08/2018,Venda dentro do estado,Ao Consumidor,,"130,02",28180810177060000138650010000011921940527958
1193,1,Emitida,01/08/2018,Venda dentro do estado,Ao Consumidor,,"66,14",28180810177060000138650010000011931522971264
1194,1,Emitida,02/08/2018,Venda dentro do estado,Ao Consumidor,,"125,62",28180810177060000138650010000011941095302441
1195,1,Emitida,02/08/2018,Venda dentro do estado,Ao Consumidor,,"105,03",28180810177060000138650010000011951434705613
1196,1,Emitida,02/08/2018,Venda dentro do estado,Ao Consumidor,,"105,84",28180810177060000138650010000011961961328244
1197,1,Emitida,02/08/2018,Venda dentro do estado,Ao Consumidor,,150,28180810177060000138650010000011971504846223
1198,1,Emitida,02/08/2018,Venda dentro do estado,Ao Consumidor,,"2,7",28180810177060000138650010000011981069670306
1199,1,Emitida,02/08/2018,Venda dentro do estado,Ao Consumidor,,"58,44",28180810177060000138650010000011991401331071
1200,1,Emitida,02/08/2018,Venda dentro do estado,Ao Consumidor,,"149,86",28180810177060000138650010000012001797966420
1201,1,Emitida,02/08/2018,Venda dentro do estado,Ao Consumidor,,"87,77",28180810177060000138650010000012011731625540
1202,1,Emitida,02/08/2018,Venda dentro do estado,Ao Consumidor,,"79,95",28180810177060000138650010000012021134770742
1203,1,Emitida,03/08/2018,Venda dentro do estado,Ao Consumidor,,"135,25",28180810177060000138650010000012031333801130
1204,1,Emitida,03/08/2018,Venda dentro do estado,Ao Consumidor,,"56,14",28180810177060000138650010000012041795592416
1205,1,Emitida,03/08/2018,Venda dentro do estado,Ao Consumidor,,"65,95",28180810177060000138650010000012051737146325
1206,1,Emitida,03/08/2018,Venda dentro do estado,Ao Consumidor,,"45,5",28180810177060000138650010000012061147889149
1207,1,Emitida,03/08/2018,Venda dentro do estado,Ao Consumidor,,"16,1",28180810177060000138650010000012071323357040
1208,1,Emitida,03/08/2018,Venda dentro do estado,Ao Consumidor,,"80,29",28180810177060000138650010000012081758377646
1209,1,Emitida,04/08/2018,Venda dentro do estado,Ao Consumidor,,"57,3",28180810177060000138650010000012091707552022
1210,1,Emitida,04/08/2018,Venda dentro do estado,Ao Consumidor,,"91,8",28180810177060000138650010000012101833495939
1211,1,Emitida,04/08/2018,Venda dentro do estado,Ao Consumidor,,"65,34",28180810177060000138650010000012111634400838
1212,1,Emitida,04/08/2018,Venda dentro do estado,Ao Consumidor,,"67,55",28180810177060000138650010000012121232418357
1213,1,Emitida,04/08/2018,Venda dentro do estado,Ao Consumidor,,"29,5",28180810177060000138650010000012131298824075
